index,reviewId,content,score,at,bank,transformer_sentiment_label,transformer_sentiment_score,identified_theme
59,693eb7b1-9a9e-496a-ace1-29cc5f9266ac,"This app is very unreliable—slow, frequently crashes, and fails to sync properly. Transactions don’t reflect accurately; I transferred money that was deducted but never received, with no record in recent activity. It often stops working and takes too long to update. Reinstalling doesn’t help. You even have to visit a branch for it to start working, which is unacceptable today. The problem is even worse outside Ethiopia.",1,2026-04-02,CBE Bank,NEGATIVE,-0.9996652603149414,Stability
60,7b7ddf3d-92bf-4e3c-bfe2-0e2c57015a7d,Excellent,5,2026-04-02,CBE Bank,POSITIVE,0.9998434782028198,Other
61,6e546a77-ff97-4245-b3c1-10feffe8775d,so nice to me,5,2026-04-03,CBE Bank,POSITIVE,0.999841332435608,Other
62,c6a2f42a-10b6-4583-9458-8f4a11e4626e,bad👎,1,2026-04-03,CBE Bank,NEGATIVE,-0.6970561742782593,Other
63,171f09d3-0655-4c94-946a-4fc52055ed07,very much for your information 👋,5,2026-04-03,CBE Bank,POSITIVE,0.99816232919693,Other
64,77dd2bb9-e5b9-4c96-a0d1-6457f5d4781e,nice app keep it up🤝🤝,5,2026-04-03,CBE Bank,POSITIVE,0.9996798038482666,Other
65,144ba6f7-8fe3-419b-b3f7-bd373f52a82c,i like this app,5,2026-04-04,CBE Bank,POSITIVE,0.9996516704559326,Other
66,4afe83d4-808e-4064-acf7-89d821645236,i have more experience,5,2026-04-04,CBE Bank,POSITIVE,0.9620587825775146,Other
67,cef5db47-7f04-4ff7-b685-a28266c0166a,good,5,2026-04-04,CBE Bank,POSITIVE,0.999816119670868,Other
68,47dfdd7f-0b07-49cb-bf29-5b17529012e0,I love this app,5,2026-04-04,CBE Bank,POSITIVE,0.9998608827590942,Other
69,f7fbe136-ff59-48b2-abfa-8af7aa2451d8,WOW!,4,2026-04-04,CBE Bank,POSITIVE,0.999649167060852,Other
70,52105918-0a95-47fc-b5f2-0dd687bf35b8,the app freezes sometimes and crashing,1,2026-04-04,CBE Bank,NEGATIVE,-0.9954427480697632,Stability
71,d45c4824-fe3f-42de-9f85-4b86a49ff02f,for active payment it's number one chose,5,2026-04-04,CBE Bank,POSITIVE,0.99142986536026,Transactions
72,95bed553-4cdc-49ac-9c7d-62574492cc17,"What a nasty Update is this !. May I say 'Events cast their shadow before happenings'. Trust, value, Bank's 'n' Customers' financial property, such like things, at risk once again(the State owned Bank experienced some months ago due to app development issues or some other unknown reasons. Unable to see my own current balance due to a hidden page being displayed, stacked transaction history since March 26th, among others. Is that a Banking app being developed by Professionals ?.",1,2026-04-04,CBE Bank,NEGATIVE,-0.9994988441467284,Transactions
73,9fe30e82-9236-4a68-a458-88211edf64dd,Very good Service provider bank,5,2026-04-04,CBE Bank,POSITIVE,0.9998120665550232,Customer Support
74,e7e7cfc9-ef9f-47f3-ab92-7bd1044e0b75,it is not working,1,2026-04-04,CBE Bank,NEGATIVE,-0.9997721314430236,Other
75,ee369008-e336-42d5-a473-ebaa65b1db57,nice,5,2026-04-05,CBE Bank,POSITIVE,0.9998552799224854,Other
76,4277b1f3-623c-4b2a-94f6-c146752d6678,Thank you for your service.,1,2026-04-05,CBE Bank,POSITIVE,0.9998093247413636,Customer Support
77,c82a27d4-1ee0-4d6d-a0d4-77eef25c0554,good 👍,5,2026-04-05,CBE Bank,POSITIVE,0.9998576641082764,Other
78,3f01f495-4349-455d-8ce4-782fad8e9a39,wow,5,2026-04-05,CBE Bank,POSITIVE,0.999592125415802,Other
79,ff1828ed-86dd-45df-9659-a2a43b82aff7,good,3,2026-04-05,CBE Bank,POSITIVE,0.999816119670868,Other
80,f0c6c003-2f17-40d4-b349-59f170ca6f22,good,5,2026-04-05,CBE Bank,POSITIVE,0.999816119670868,Other
81,7ced70bf-809e-4f5e-aa15-3d097c34c0ea,nice,4,2026-04-06,CBE Bank,POSITIVE,0.9998552799224854,Other
82,7c7252b5-b59c-4c71-a155-f14e9d622ac8,fully functional greate application it makes payment and transaction easier,5,2026-04-06,CBE Bank,POSITIVE,0.9978688955307008,Transactions
83,897d7aef-38cc-4f1b-84ac-d03ffa8cb8db,it's best for everyone,5,2026-04-06,CBE Bank,POSITIVE,0.9998076558113098,Other
84,ef81aa99-c09c-4e2c-8e6c-7810fedc652b,good,5,2026-04-06,CBE Bank,POSITIVE,0.999816119670868,Other
85,52bedd3b-3f0b-4899-a316-ea456b7c224a,am happy using it.But why does it need continuous updates?,5,2026-04-06,CBE Bank,NEGATIVE,-0.9802243709564208,Other
86,b81b7e17-da64-4d11-bc36-794038b84332,Good job,5,2026-04-06,CBE Bank,POSITIVE,0.999835729598999,Other
87,243ab5af-005e-4f6d-a06b-a1dcf7aa3074,good jobs,5,2026-04-06,CBE Bank,POSITIVE,0.9998511075973512,Other
88,34e68a5d-da08-4f58-9221-42efb43a3b42,it is wel,5,2026-04-07,CBE Bank,POSITIVE,0.9836228489875792,Other
89,8a53de6b-5e83-43bc-92d4-ce3166aefe30,best,5,2026-04-07,CBE Bank,POSITIVE,0.9997941851615906,Other
90,da38be12-b3cb-4bf2-9bad-2d9f5e945be9,swift,5,2026-04-07,CBE Bank,POSITIVE,0.9991281628608704,Other
91,25221fd3-7aeb-4c8a-b49f-9e249889b9cd,Good bank,5,2026-04-07,CBE Bank,POSITIVE,0.9998420476913452,Other
92,dc8542a5-4cb9-4054-975a-4344af14e1ce,nice,1,2026-04-07,CBE Bank,POSITIVE,0.9998552799224854,Other
93,eeadd7a8-d0bb-4cac-abc6-55d8985fd801,👍👍,5,2026-04-07,CBE Bank,NEGATIVE,-0.6970561742782593,Other
94,dbdc8bbc-26b0-48f9-be41-be9b519fcde6,difficult to see our transactions after aweek,1,2026-04-07,CBE Bank,NEGATIVE,-0.999567449092865,Transactions
95,5499cc00-e386-4586-a04e-a0d20217b9a3,Easy to use and reliable.,5,2026-04-07,CBE Bank,POSITIVE,0.9997798800468444,User Experience
96,51cd5660-e49d-46b9-9c96-0fc9180bd4e3,its good,5,2026-04-08,CBE Bank,POSITIVE,0.9998385906219482,Other
97,21080f7c-76fb-489a-8efd-a4fe975b6681,easy and fast,5,2026-04-08,CBE Bank,POSITIVE,0.9995583891868592,User Experience
98,1b876e81-5979-4fa5-82ad-d8e017f37e03,በጣም ጥሩ ነው,4,2026-04-08,CBE Bank,NEGATIVE,-0.8337249755859375,Other
99,f00a16f4-6fcc-4fe1-911a-3afee7b86629,this app is very good,5,2026-04-08,CBE Bank,POSITIVE,0.9998623132705688,Other
100,c29bc34b-d23a-418f-a8c5-bc210e34439e,very nice,5,2026-04-08,CBE Bank,POSITIVE,0.9998563528060912,Other
101,f9325e43-7166-47fe-88e3-8ce4d6e56315,deduction but no transaction. not good,3,2026-04-08,CBE Bank,NEGATIVE,-0.9997362494468688,Transactions
102,4e3575d6-c8f2-4355-bcb5-45a2417f38ba,good app,5,2026-04-09,CBE Bank,POSITIVE,0.9998493194580078,Other
103,2eac6e2e-1308-4b77-9efb-53eff28583dc,good,5,2026-04-09,CBE Bank,POSITIVE,0.999816119670868,Other
104,aeb37634-bb45-4f1d-8769-ac5935cf19a8,Musxafaa,5,2026-04-09,CBE Bank,NEGATIVE,-0.9952422380447388,Other
105,67a7f4cc-3984-494e-91e2-e4d14a9f5316,good,5,2026-04-09,CBE Bank,POSITIVE,0.999816119670868,Other
106,438f14cd-2079-4927-9f8d-5e85dde83ee2,Good,5,2026-04-09,CBE Bank,POSITIVE,0.999816119670868,Other
107,bbdbef07-6634-4cc9-88b6-ebbf47da1eab,good,5,2026-04-09,CBE Bank,POSITIVE,0.999816119670868,Other
108,b3dcd0e5-15ae-49c7-9f32-b8fbd51ed098,great 👍,5,2026-04-09,CBE Bank,POSITIVE,0.9997692704200744,Other
109,8221364f-fd16-4009-b5bf-cbd307d6c39a,I had good time with CBE,5,2026-04-09,CBE Bank,POSITIVE,0.9998478889465332,Other
110,9ca4ba27-bea6-41af-b713-7303966ab0b2,crashes every time you need to update this app ASAP.. i will be changing bank if tjis continues,1,2026-04-09,CBE Bank,NEGATIVE,-0.9992732405662536,Stability
111,77321992-8df5-43cc-a4af-71071633a634,well expriences,5,2026-04-09,CBE Bank,POSITIVE,0.9049556851387024,Other
112,041966dc-4eab-4bf5-aa16-0394fa2ae229,itii fayadamaa namaa fayadaa kuniin,5,2026-04-10,CBE Bank,NEGATIVE,-0.9859265089035034,Other
113,f53d3f16-8e7d-4e43-83f1-311f134876e5,crush alot,1,2026-04-10,CBE Bank,NEGATIVE,-0.9995573163032532,Other
114,5a667099-601e-47e7-be91-6b9d43ce065a,Best,5,2026-04-10,CBE Bank,POSITIVE,0.9997941851615906,Other
115,4929147d-a8ad-49f0-a46e-1f354b94b039,Not that happy at this app,3,2026-04-10,CBE Bank,NEGATIVE,-0.999756395816803,Other
116,65028e23-faa5-4715-ba1f-b2067ffe5a4f,100%100 Fast and Amazing app !! 🏆🏆🏆🏆🏆🏆🏆🏆 💞🌷🇪🇹,5,2026-04-10,CBE Bank,POSITIVE,0.9997475743293762,Performance
117,6d7e06ff-5b7f-4eff-8027-f77d259f78ca,lulit tukka giro,5,2026-04-11,CBE Bank,POSITIVE,0.8195421695709229,Other
118,23b936ee-deea-430a-b057-3095096fd204,Enough good even it hasn't transferring for other telebirr users,5,2026-04-11,CBE Bank,POSITIVE,0.9993717074394226,Transactions
119,2988881b-7ab7-4116-a192-38795dca3ef8,not good not bad.,3,2026-04-11,CBE Bank,POSITIVE,0.9955518841743468,Other
120,9bc7bb47-774b-4ee1-a35a-e4a1deb55671,"my favorite so far, but, how come we are not able to download the app and fix our problem ourselves? it is not fair to go to the bank and fix it for you? please think about it. Thank you",5,2026-04-11,CBE Bank,POSITIVE,0.8537614941596985,Other
121,2eeb0413-aeea-474b-82b5-8e52da758bc2,good,5,2026-04-11,CBE Bank,POSITIVE,0.999816119670868,Other
122,f9e36d63-8f67-4f7a-904b-062a6cb1a724,good,5,2026-04-11,CBE Bank,POSITIVE,0.999816119670868,Other
123,8342613a-7cba-427d-9676-513ded7bc38b,bad strresing,1,2026-04-11,CBE Bank,NEGATIVE,-0.9997972846031188,Other
124,a2bbf57d-a3c7-44fa-b4fa-1d529e947f72,easy fast helpful for our business,5,2026-04-11,CBE Bank,POSITIVE,0.9969444870948792,User Experience
125,dec10628-3824-4a01-9d89-d21317137aee,cool,5,2026-04-11,CBE Bank,POSITIVE,0.9998509883880616,Other
126,4661a152-ca52-405f-b841-4c3e21b59ae9,"This application was not that great, and its performance has unfortunately declined further. For the past week, I have been unable to access my balance or transfer funds. This situation is causing considerable concern and inconvenience, as I cannot access my money in a timely manner. This has resulted in late payments and a loss of confidence and trust. Furthermore, I have not received a response to my message to the customer support team.",1,2026-04-12,CBE Bank,NEGATIVE,-0.9997742772102356,Transactions
127,ba9334c6-a90e-49ab-a6a4-9621fed85b2b,I can't download this app please assist how it can be downloaded,1,2026-04-12,CBE Bank,NEGATIVE,-0.9936169385910034,Other
128,cbb630b8-3478-417c-a154-bb4dfb61cb75,🤙,5,2026-04-12,CBE Bank,NEGATIVE,-0.6970561742782593,Other
129,cc1bcc0e-70f9-4ef3-a8f0-7cd40ca2719a,accessibility need to be taken seriously. There are people excluded because of inaccessible apps.,3,2026-04-13,CBE Bank,NEGATIVE,-0.9503915309906006,Other
130,1fc4aeb1-30a7-4cdf-becf-fc4fc7846a29,nice,5,2026-04-13,CBE Bank,POSITIVE,0.9998552799224854,Other
131,2cdbbc7c-bfb1-4868-a6f4-f9ad299646bb,good,5,2026-04-13,CBE Bank,POSITIVE,0.999816119670868,Other
132,79711e33-9124-4968-8e03-493312ed88e9,it's has an issue,1,2026-04-13,CBE Bank,POSITIVE,0.9217185974121094,Other
133,cca76eef-100b-47a1-af9b-6481374ad57c,I customer for commercial bank of Ethiopia I trade,5,2026-04-13,CBE Bank,NEGATIVE,-0.9372625946998596,Other
134,f50bec7e-b467-4668-aa73-e99c6c03cbe3,sestemaa siresun osoo manaa banki hindemne namnii barbade national id isa fayadamee osoo banachun danda'ame bayye nammati tola live event qabate,3,2026-04-13,CBE Bank,NEGATIVE,-0.9795665144920348,Other
135,6e779670-e854-4f7f-b991-1cb6e8e9d8ae,pls speedup for quick uses,5,2026-04-14,CBE Bank,NEGATIVE,-0.6067640781402588,Performance
136,a72a0363-f01a-4a30-a266-bd2090a9d2ef,Pls facilitate transfer to telebirr agent,3,2026-04-14,CBE Bank,NEGATIVE,-0.9452366828918456,Transactions
137,a90ff5c3-df2a-4d25-a97f-9205c87fd306,"before, it was nice. now it does not work and crash automatically",2,2026-04-14,CBE Bank,NEGATIVE,-0.9990578293800354,Stability
138,63a08f8a-6863-4ae5-a6c4-ec480f0c7fbe,does not working well,5,2026-04-15,CBE Bank,NEGATIVE,-0.9997747540473938,Other
139,f7bc060e-38a2-4bfc-aa9b-1f15c538dc22,good,5,2026-04-15,CBE Bank,POSITIVE,0.999816119670868,Other
140,acd932fe-df6d-412d-b8fa-a644243425ed,ok,5,2026-04-15,CBE Bank,POSITIVE,0.9997851252555848,Other
141,b5ac0aff-c5f9-4348-b223-771c8c155291,"life longe bank CBE , Save & change your life.",5,2026-04-15,CBE Bank,POSITIVE,0.9976091384887696,Other
142,ffffd562-15aa-41b3-ab9a-a69b7eaf8a02,keeps on saying bucket override when I try to pay henon school fee,2,2026-04-15,CBE Bank,NEGATIVE,-0.9965877532958984,Other
143,b34fd636-e854-4cc8-bb24-4e1243e36650,Factory reset made me to lose my pin to login to my account!,5,2026-04-15,CBE Bank,NEGATIVE,-0.999756395816803,Authentication
144,a0c0e576-d94a-4a09-829e-881f3b9c32ea,This is app is not fast and not working well in all android phone. eg it is not functioning well using one plus phone.,1,2026-04-15,CBE Bank,NEGATIVE,-0.9997861981391908,Performance
145,17b17053-8d0b-49cc-bdb1-54d12f6b8ee5,gooooodddd.....,5,2026-04-15,CBE Bank,NEGATIVE,-0.9880051016807556,Other
146,f2a957a3-f73a-4538-9ac7-eb9fcba24072,it's v good app sometimes there is a problem on other bank transfers,4,2026-04-15,CBE Bank,NEGATIVE,-0.9923245906829834,Transactions
147,4f2728b5-853b-4dbd-a5f0-748e79add791,nice app,5,2026-04-16,CBE Bank,POSITIVE,0.9998061060905457,Other
148,f23b5c33-fd43-4f40-8e33-8d414d1d5214,very nice app,5,2026-04-16,CBE Bank,POSITIVE,0.9998562335968018,Other
149,2946c132-84a4-403c-8f2d-88e7b178f832,ok,5,2026-04-16,CBE Bank,POSITIVE,0.9997851252555848,Other
150,e905409f-c30c-4d3f-a967-4e1438619120,it looks fantasy,5,2026-04-16,CBE Bank,POSITIVE,0.9888854026794434,Other
151,494d35f2-4043-4a0e-8afd-02c9210295f5,it is more convenient app,5,2026-04-16,CBE Bank,NEGATIVE,-0.8680288195610046,Other
152,10fe807e-eda6-4115-b453-4b32b4e6209c,nice app,5,2026-04-16,CBE Bank,POSITIVE,0.9998061060905457,Other
153,aef081be-7fc2-42f9-9ae7-fb9a292c835b,it's best app to use recently and upgraded day to day for internationalization,5,2026-04-16,CBE Bank,POSITIVE,0.99834942817688,Other
154,d4d9a285-4479-4b3d-9563-2bed5e2a94fe,its good,5,2026-04-17,CBE Bank,POSITIVE,0.9998385906219482,Other
155,b9dd5f81-1af0-432c-a1da-6b90ca410a33,korsa,5,2026-04-17,CBE Bank,POSITIVE,0.941900074481964,Other
156,ba53ff9e-108d-4297-a60f-03b70b7ba7de,CBE does not offer anything international.,3,2026-04-17,CBE Bank,NEGATIVE,-0.9994158744812012,Other
157,f810f331-0921-413f-baf1-70f8fae1f829,Absolute garbage,1,2026-04-17,CBE Bank,NEGATIVE,-0.9997928738594056,Other
158,c586f910-edbb-420b-9908-ac49c42d1cb8,"im having a terrible experience with this app, im getting 'unable to connect' error, this happened for a while now and they didnt fix it, it is so unreliable in times i need it that i have to resort to using ussd code instead of it. please fix this issue",1,2026-04-17,CBE Bank,NEGATIVE,-0.9997150301933287,Stability
159,e6dca956-eee2-4e38-880b-22ff60571652,አሪፍ ነው,4,2026-04-18,CBE Bank,NEGATIVE,-0.7850580811500549,Other
160,66c77025-a538-4136-98a6-0a3747b87642,I have 1 year and thank you for yo ur genuine service,5,2026-04-18,CBE Bank,POSITIVE,0.9996104836463928,Customer Support
161,76c84868-9d90-4284-98bc-14198fbcfce5,it is the best application in the Ethiopia I like it this,5,2026-04-18,CBE Bank,POSITIVE,0.9998393058776855,Other
162,7dc0b596-d78c-43ed-ad78-32062a97eeeb,excellent,5,2026-04-18,CBE Bank,POSITIVE,0.9998434782028198,Other
163,b9221c44-16be-41b6-86d7-2ace3cbd62e8,Excellent,5,2026-04-18,CBE Bank,POSITIVE,0.9998434782028198,Other
164,988cc8f5-5b95-4012-8bf9-3d262a8d6954,ካየህዋቸው ተመሳሳይ መተግበርያዎች በጣም ጥሩ መተግበርያ ነው,4,2026-04-18,CBE Bank,NEGATIVE,-0.920040488243103,Other
165,b054ce73-98ad-4d65-9672-3bd39ff363f1,super spp,5,2026-04-18,CBE Bank,POSITIVE,0.5455182194709778,Other
166,91c8f4b9-626d-44a3-8913-f01cf2e94ede,i like cbe service,5,2026-04-19,CBE Bank,POSITIVE,0.9947469830513,Customer Support
167,73fc5a31-cef5-4a6a-977a-b465ccc3fc74,best bank for Android application form market place and key number,5,2026-04-19,CBE Bank,POSITIVE,0.967107594013214,Other
168,b41c83ab-a58d-46ed-9343-e980a4c0d7ab,good job,5,2026-04-19,CBE Bank,POSITIVE,0.999835729598999,Other
169,b97657dd-a8f5-40f9-8267-3e15bf03d00c,"Trasaction history not sorted in time basis, besides the hilight transaction and its details which is found by clicking the highht transaction are diffrent. Generally, the tansaction history page has a critical problem",3,2026-04-19,CBE Bank,NEGATIVE,-0.999626874923706,Transactions
170,efee984f-137b-4909-b1f6-c241950936d4,Rtgs limit very small,3,2026-04-19,CBE Bank,NEGATIVE,-0.9604359269142152,Other
171,fac0ecea-f89a-414a-8e69-aa9b1d9520c6,good,4,2026-04-19,CBE Bank,POSITIVE,0.999816119670868,Other
172,42cc1b22-bfa5-4c66-a4fe-fbd3a097b27b,የጣት አሻራ አገልግሎት አላገኘሁም። አጠቃቀሙ ጠፍቶኝ ይሆን?,4,2026-04-19,CBE Bank,NEGATIVE,-0.9681780338287354,Other
173,612227e6-ce2c-4cec-8089-d75995099cb9,good,5,2026-04-19,CBE Bank,POSITIVE,0.999816119670868,Other
174,30c2e676-2f2a-44f5-8625-916ea1661b5a,very bad experience as its very slow,1,2026-04-20,CBE Bank,NEGATIVE,-0.9998031258583068,Stability
175,184ad1f1-8456-4112-adec-168ab1d1a4f7,Good&fast,5,2026-04-20,CBE Bank,POSITIVE,0.9998668432235718,Performance
176,0f81b0d6-3ae4-4c1e-8620-5f097ca36969,good,5,2026-04-20,CBE Bank,POSITIVE,0.999816119670868,Other
177,16d65d1e-3846-4924-8ba9-cec1dfb07b04,i luv it,5,2026-04-20,CBE Bank,POSITIVE,0.9778854250907898,Other
